,Mg Concentration,Mg Error1s,Al Concentration,Al Error1s,Si Concentration,Si Error1s,P Concentration,P Error1s,S Concentration,S Error1s,Cl Concentration,Cl Error1s,K Concentration,K Error1s,Ca Concentration,Ca Error1s,Ti Concentration,Ti Error1s,V Concentration,V Error1s,Cr Concentration,Cr Error1s,Mn Concentration,Mn Error1s,Fe Concentration,Fe Error1s,Co Concentration,Co Error1s,Ni Concentration,Ni Error1s,Cu Concentration,Cu Error1s,Zn Concentration,Zn Error1s,As Concentration,As Error1s,Se Concentration,Se Error1s,Rb Concentration,Rb Error1s,Sr Concentration,Sr Error1s,Y Concentration,Y Error1s,Zr Concentration,Zr Error1s,Nb Concentration,Nb Error1s,Mo Concentration,Mo Error1s,Ag Concentration,Ag Error1s,Cd Concentration,Cd Error1s,Sn Concentration,Sn Error1s,Sb Concentration,Sb Error1s,Ba Concentration,Ba Error1s,La Concentration,La Error1s,Ce Concentration,Ce Error1s,Pr Concentration,Pr Error1s,Nd Concentration,Nd Error1s,W Concentration,W Error1s,Au Concentration,Au Error1s,Hg Concentration,Hg Error1s,Pb Concentration,Pb Error1s,Bi Concentration,Bi Error1s,Th Concentration,Th Error1s,U Concentration,U Error1s,LE Concentration,LE Error1s
4_m25,<LOD,66883.0,23052,799.0,64753,440.0,1087,59.0,6883,82.0,4605,96.0,12007,154.0,2623,38.0,<LOD,2561.0,<LOD,84.0,42.0,25.0,180,24.0,1091,38.0,94,7.0,105,29.0,874648,879.0,<LOD,74.0,668,48.0,82,11.0,<LOD,1.0,30,5.0,53,9.0,<LOD,3.0,84,9.0,185,10.0,1655,47.0,<LOD,6.0,189,45.0,283,57.0,<LOD,4320.0,<LOD,7513.0,510,141.0,<LOD,15433.0,<LOD,21084.0,<LOD,20.0,97,20.0,<LOD,8.0,2783,52.0,2120,171.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m26,<LOD,24920.0,12267,656.0,41681,356.0,2824,66.0,156359,290.0,29024,179.0,<LOD,2916.0,4506,52.0,<LOD,745.0,<LOD,89.0,104.0,33.0,252,32.0,540,44.0,103,9.0,524,31.0,646390,633.0,823,79.0,19013,197.0,125,18.0,<LOD,3.0,<LOD,2.0,<LOD,7.0,<LOD,3.0,130,7.0,133,9.0,776,35.0,<LOD,7.0,360,38.0,2796,66.0,<LOD,4135.0,<LOD,7043.0,<LOD,9368.0,<LOD,14332.0,<LOD,19243.0,2961,132.0,<LOD,13.0,<LOD,17.0,77127,226.0,1077,129.0,<LOD,13.0,<LOD,4.0,<LOD,0.0
4_m27,<LOD,43771.0,18928,773.0,42096,379.0,1840,65.0,7707,85.0,68268,205.0,4211,160.0,9258,56.0,<LOD,1551.0,<LOD,84.0,46.0,27.0,258,24.0,1060,40.0,102,7.0,2291,44.0,832477,810.0,377,90.0,2316,66.0,40,9.0,<LOD,1.0,24,5.0,39,10.0,<LOD,3.0,78,9.0,174,10.0,255,22.0,<LOD,7.0,354,43.0,931,62.0,<LOD,3852.0,371,114.0,<LOD,8872.0,<LOD,13868.0,<LOD,18178.0,<LOD,22.0,<LOD,5.0,<LOD,8.0,4747,65.0,1648,154.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m28,<LOD,49050.0,16187,802.0,40019,360.0,895,54.0,4983,71.0,17862,117.0,28873,167.0,5380,47.0,<LOD,1715.0,<LOD,85.0,47.0,26.0,226,24.0,491,35.0,103,7.0,660,33.0,873350,865.0,<LOD,73.0,1438,39.0,43,9.0,<LOD,1.0,21,5.0,60,8.0,<LOD,3.0,90,9.0,178,10.0,983,37.0,<LOD,6.0,189,41.0,2983,72.0,<LOD,4198.0,<LOD,6988.0,490,137.0,830,220.0,<LOD,18953.0,<LOD,21.0,88,20.0,151,39.0,911,30.0,2365,165.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
4_m29,<LOD,38063.0,13130,828.0,30106,322.0,216,47.0,4656,67.0,35926,147.0,45163,187.0,1565,42.0,<LOD,1085.0,<LOD,83.0,49.0,26.0,176,25.0,284,35.0,93,7.0,2051,42.0,854883,853.0,<LOD,74.0,2723,64.0,63,9.0,<LOD,1.0,28,5.0,39,9.0,<LOD,3.0,98,8.0,171,9.0,617,31.0,<LOD,6.0,161,39.0,369,52.0,<LOD,4297.0,<LOD,7340.0,<LOD,9292.0,705,218.0,<LOD,20654.0,302,95.0,<LOD,5.0,<LOD,8.0,4081,60.0,2252,158.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m01,<LOD,51783.0,14591,807.0,37388,357.0,1059,56.0,3618,66.0,18334,118.0,30595,169.0,484,36.0,<LOD,1635.0,<LOD,85.0,46.0,25.0,190,23.0,1488,40.0,96,7.0,523,31.0,862079,872.0,19622,121.0,1999,42.0,77,11.0,<LOD,1.0,21,5.0,53,8.0,<LOD,3.0,<LOD,2.0,210,10.0,829,35.0,<LOD,6.0,1789,49.0,312,54.0,<LOD,4257.0,<LOD,7346.0,<LOD,9475.0,<LOD,14777.0,929,300.0,<LOD,28.0,<LOD,4.0,<LOD,9.0,616,27.0,2958,168.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m02,<LOD,39698.0,12435,862.0,33445,335.0,817,53.0,4505,69.0,15685,113.0,52969,196.0,1076,42.0,<LOD,1130.0,179,43.0,46.0,26.0,174,25.0,992,39.0,99,8.0,462,31.0,856891,863.0,11482,108.0,1744,45.0,85,11.0,<LOD,1.0,21,5.0,52,8.0,<LOD,3.0,<LOD,2.0,199,10.0,937,37.0,<LOD,6.0,975,44.0,519,53.0,<LOD,4406.0,<LOD,7729.0,<LOD,9865.0,<LOD,15449.0,<LOD,20655.0,<LOD,27.0,<LOD,4.0,<LOD,10.0,1412,37.0,2700,162.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m03,<LOD,34308.0,23976,912.0,44170,404.0,568,58.0,3024,83.0,20820,144.0,28662,194.0,32849,110.0,11014,340.0,<LOD,152.0,65.0,30.0,215,29.0,2821,54.0,80,9.0,436,33.0,800426,971.0,16093,121.0,1974,49.0,41,11.0,<LOD,2.0,22,6.0,29,9.0,<LOD,3.0,<LOD,2.0,175,10.0,754,34.0,<LOD,7.0,1875,52.0,362,56.0,2547,95.0,1289,126.0,<LOD,9123.0,<LOD,13545.0,1059,287.0,<LOD,32.0,<LOD,5.0,<LOD,11.0,1630,41.0,2943,141.0,<LOD,15.0,<LOD,3.0,<LOD,0.0
5_m04,<LOD,35780.0,34210,818.0,82045,453.0,3656,74.0,11933,93.0,29811,142.0,16651,164.0,6252,48.0,<LOD,1267.0,<LOD,88.0,57.0,26.0,236,25.0,2278,45.0,94,8.0,410,29.0,787652,869.0,15150,108.0,1322,40.0,54,10.0,<LOD,1.0,15,5.0,46,8.0,<LOD,3.0,<LOD,2.0,185,9.0,816,33.0,<LOD,6.0,576,39.0,206,47.0,<LOD,4257.0,<LOD,7492.0,<LOD,9521.0,800,196.0,1640,270.0,<LOD,28.0,<LOD,4.0,<LOD,10.0,1354,35.0,2456,144.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m05,<LOD,39290.0,17023,783.0,39934,354.0,2628,66.0,9200,84.0,33692,145.0,29222,169.0,5737,48.0,<LOD,1286.0,<LOD,85.0,54.0,26.0,233,25.0,1057,39.0,108,8.0,541,31.0,830311,793.0,18136,116.0,1946,52.0,34,11.0,<LOD,1.0,18,5.0,27,9.0,<LOD,3.0,<LOD,2.0,195,10.0,821,35.0,<LOD,6.0,2676,51.0,539,52.0,<LOD,4354.0,<LOD,7386.0,<LOD,9332.0,<LOD,14848.0,<LOD,19766.0,<LOD,30.0,<LOD,5.0,<LOD,10.0,2483,47.0,3278,159.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m06,17551,5532.0,20494,787.0,50641,586.0,1573,60.0,7604,103.0,48327,463.0,27907,301.0,20122,195.0,<LOD,864.0,130,40.0,58.0,25.0,221,25.0,2164,48.0,95,8.0,586,29.0,754735,4465.0,37881,369.0,2310,47.0,27,9.0,<LOD,1.0,17,4.0,37,7.0,<LOD,3.0,<LOD,2.0,209,9.0,910,35.0,<LOD,6.0,882,39.0,261,44.0,<LOD,4364.0,<LOD,7818.0,<LOD,9774.0,702,201.0,976,278.0,<LOD,40.0,<LOD,4.0,<LOD,12.0,1036,31.0,2449,137.0,<LOD,15.0,<LOD,3.0,<LOD,0.0
5_m07,<LOD,37214.0,13294,839.0,47415,378.0,1290,57.0,5111,68.0,8972,95.0,51318,191.0,3225,46.0,<LOD,1058.0,<LOD,84.0,51.0,26.0,116,26.0,1194,40.0,82,8.0,838,33.0,839963,852.0,18199,118.0,2258,43.0,55,10.0,<LOD,1.0,16,5.0,45,8.0,<LOD,3.0,<LOD,2.0,186,10.0,1261,41.0,<LOD,6.0,798,43.0,339,51.0,<LOD,4315.0,<LOD,7586.0,457,137.0,<LOD,15213.0,<LOD,20508.0,<LOD,33.0,<LOD,4.0,<LOD,11.0,728,28.0,2704,159.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m08,<LOD,37320.0,18038,866.0,62959,430.0,823,55.0,2934,63.0,20049,124.0,45606,195.0,895,42.0,<LOD,1082.0,132,42.0,57.0,26.0,246,25.0,704,37.0,104,8.0,846,32.0,791305,877.0,46486,163.0,1296,37.0,33,10.0,<LOD,1.0,<LOD,1.0,49,8.0,<LOD,3.0,<LOD,3.0,227,10.0,552,29.0,<LOD,6.0,2495,52.0,268,52.0,<LOD,4717.0,<LOD,8199.0,<LOD,10518.0,<LOD,15850.0,843,275.0,<LOD,42.0,<LOD,4.0,<LOD,13.0,731,27.0,2217,145.0,<LOD,15.0,<LOD,3.0,<LOD,0.0
5_m09,<LOD,34424.0,<LOD,6386.0,<LOD,4082.0,<LOD,738.0,<LOD,2122.0,<LOD,2933.0,<LOD,4724.0,<LOD,1458.0,877,151.0,<LOD,91.0,94.0,26.0,192,26.0,2063,46.0,107,9.0,965,37.0,932645,359.0,32548,146.0,4558,108.0,48,16.0,<LOD,1.0,25,7.0,<LOD,2.0,<LOD,3.0,<LOD,2.0,243,13.0,775,37.0,<LOD,6.0,9704,96.0,644,71.0,<LOD,3793.0,394,125.0,<LOD,8416.0,<LOD,13597.0,<LOD,18213.0,<LOD,39.0,<LOD,6.0,<LOD,13.0,10533,109.0,3477,201.0,<LOD,15.0,<LOD,3.0,<LOD,1393.0
5_m10,<LOD,63114.0,23867,807.0,58303,426.0,2655,71.0,6253,80.0,11029,111.0,12924,158.0,1786,37.0,<LOD,2397.0,<LOD,85.0,45.0,26.0,163,25.0,3178,50.0,48,8.0,201,30.0,858372,864.0,7469,103.0,3243,62.0,79,12.0,<LOD,1.0,19,6.0,48,10.0,<LOD,3.0,30,10.0,194,10.0,860,36.0,<LOD,6.0,2233,54.0,502,58.0,<LOD,4167.0,<LOD,7097.0,<LOD,8978.0,<LOD,14238.0,<LOD,19158.0,<LOD,25.0,<LOD,5.0,<LOD,9.0,2528,51.0,3923,172.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m11,21772,6400.0,19833,828.0,63044,800.0,406,52.0,2716,69.0,10602,155.0,18517,256.0,<LOD,1680.0,<LOD,2009.0,115,37.0,44.0,25.0,237,23.0,255,33.0,121,7.0,778,34.0,842932,5662.0,11945,169.0,1052,36.0,104,11.0,<LOD,1.0,<LOD,1.0,57,8.0,<LOD,3.0,<LOD,2.0,199,10.0,342,24.0,<LOD,6.0,641,43.0,312,54.0,<LOD,4409.0,<LOD,7593.0,523,128.0,<LOD,15209.0,<LOD,21487.0,<LOD,25.0,61,19.0,<LOD,8.0,583,27.0,2688,167.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m12,<LOD,51762.0,21084,773.0,44019,379.0,1388,59.0,5952,74.0,37847,155.0,10601,154.0,1995,37.0,<LOD,1906.0,<LOD,85.0,50.0,26.0,147,25.0,744,37.0,66,7.0,616,31.0,836685,807.0,30582,136.0,1119,37.0,71,11.0,<LOD,1.0,<LOD,1.0,35,8.0,<LOD,3.0,<LOD,2.0,214,10.0,504,29.0,<LOD,6.0,1986,50.0,191,52.0,<LOD,4817.0,371,110.0,<LOD,10505.0,<LOD,16422.0,<LOD,22439.0,<LOD,30.0,<LOD,4.0,<LOD,10.0,845,30.0,2821,162.0,<LOD,15.0,<LOD,3.0,<LOD,0.0
5_m13,<LOD,44310.0,17461,778.0,44548,360.0,1207,54.0,7566,76.0,17310,113.0,31294,165.0,2033,39.0,<LOD,1559.0,<LOD,80.0,49.0,25.0,252,23.0,660,35.0,99,7.0,2394,43.0,862845,847.0,<LOD,72.0,2063,54.0,53,8.0,<LOD,1.0,20,5.0,36,9.0,<LOD,3.0,90,8.0,165,9.0,690,32.0,<LOD,6.0,329,39.0,1186,56.0,210,63.0,328,107.0,548,135.0,890,214.0,<LOD,21535.0,267,89.0,<LOD,4.0,<LOD,8.0,2847,50.0,2459,163.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m14,<LOD,40841.0,<LOD,7700.0,<LOD,5362.0,<LOD,1007.0,<LOD,1615.0,<LOD,3168.0,<LOD,5502.0,<LOD,1826.0,<LOD,288.0,<LOD,85.0,100.0,26.0,224,25.0,2328,46.0,100,8.0,758,36.0,961719,311.0,14070,125.0,2608,69.0,90,14.0,<LOD,1.0,21,7.0,57,11.0,<LOD,3.0,<LOD,2.0,235,13.0,838,37.0,<LOD,6.0,9243,95.0,398,71.0,<LOD,3616.0,407,126.0,<LOD,8294.0,<LOD,12852.0,<LOD,17521.0,<LOD,28.0,97,30.0,<LOD,10.0,3082,62.0,3526,205.0,<LOD,16.0,<LOD,3.0,<LOD,1429.0
5_m15,21637,5553.0,32510,831.0,93321,950.0,6668,110.0,24807,259.0,27981,294.0,7312,176.0,11635,122.0,565,141.0,137,41.0,51.0,26.0,305,25.0,1780,46.0,91,8.0,2051,45.0,746841,4473.0,<LOD,76.0,4586,105.0,47,10.0,<LOD,2.0,34,5.0,<LOD,3.0,<LOD,3.0,63,8.0,152,9.0,750,32.0,<LOD,7.0,168,37.0,708,52.0,<LOD,4336.0,<LOD,7868.0,<LOD,10048.0,<LOD,15650.0,<LOD,20718.0,602,94.0,<LOD,6.0,<LOD,10.0,13432,159.0,1676,133.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m16,<LOD,37612.0,<LOD,7135.0,<LOD,4541.0,<LOD,932.0,<LOD,1822.0,<LOD,2536.0,<LOD,5591.0,<LOD,1528.0,<LOD,295.0,<LOD,87.0,99.0,26.0,219,24.0,832,38.0,108,8.0,847,36.0,944839,297.0,30706,143.0,2811,84.0,42,14.0,<LOD,1.0,<LOD,1.0,<LOD,2.0,<LOD,3.0,<LOD,2.0,252,13.0,890,39.0,<LOD,6.0,8328,91.0,582,71.0,<LOD,4416.0,<LOD,7876.0,<LOD,9977.0,<LOD,15466.0,<LOD,20852.0,<LOD,36.0,122,34.0,<LOD,12.0,6073,84.0,3142,204.0,<LOD,15.0,<LOD,3.0,<LOD,1357.0
5_m17,<LOD,42546.0,22747,781.0,63414,419.0,5391,84.0,7138,82.0,25969,136.0,18781,161.0,5299,46.0,<LOD,1547.0,<LOD,83.0,52.0,26.0,207,24.0,5832,60.0,61,9.0,378,31.0,835830,822.0,378,87.0,1756,43.0,85,10.0,<LOD,1.0,28,5.0,38,8.0,<LOD,3.0,69,8.0,169,9.0,730,32.0,<LOD,6.0,430,40.0,263,51.0,<LOD,3999.0,<LOD,6763.0,<LOD,8705.0,<LOD,14148.0,<LOD,18597.0,<LOD,21.0,87,20.0,<LOD,8.0,1258,35.0,3549,159.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m18,<LOD,31806.0,24358,872.0,40845,348.0,533,48.0,4480,64.0,14973,105.0,58760,200.0,4010,49.0,<LOD,912.0,<LOD,81.0,43.0,25.0,165,25.0,888,38.0,80,8.0,566,31.0,826325,861.0,14677,109.0,1634,43.0,48,10.0,<LOD,1.0,15,5.0,38,8.0,<LOD,3.0,<LOD,2.0,181,9.0,1001,38.0,<LOD,6.0,1135,42.0,620,51.0,<LOD,4202.0,<LOD,7295.0,420,136.0,<LOD,14339.0,<LOD,19249.0,<LOD,28.0,<LOD,4.0,<LOD,9.0,1446,36.0,2680,155.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m19,<LOD,42293.0,19789,786.0,40749,362.0,3295,72.0,5826,76.0,44944,166.0,19946,166.0,4148,44.0,<LOD,1522.0,<LOD,83.0,52.0,26.0,221,24.0,1933,43.0,106,8.0,491,30.0,824849,798.0,21546,122.0,3131,55.0,52,11.0,<LOD,1.0,27,5.0,29,8.0,<LOD,3.0,<LOD,2.0,205,10.0,912,36.0,<LOD,6.0,2423,52.0,553,54.0,<LOD,4392.0,<LOD,7747.0,<LOD,9707.0,<LOD,15454.0,<LOD,20471.0,<LOD,31.0,<LOD,5.0,<LOD,10.0,1858,42.0,2809,158.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m20,<LOD,59811.0,20146,779.0,43989,381.0,630,54.0,6910,80.0,18172,122.0,13578,154.0,3865,42.0,<LOD,2310.0,<LOD,84.0,39.0,25.0,265,23.0,743,36.0,114,7.0,159,30.0,878964,898.0,430,91.0,598,50.0,87,12.0,<LOD,1.0,20,5.0,<LOD,2.0,<LOD,3.0,92,9.0,182,10.0,2768,60.0,<LOD,6.0,346,46.0,417,55.0,<LOD,4140.0,<LOD,7397.0,<LOD,9401.0,708,221.0,1283,296.0,<LOD,21.0,131,21.0,<LOD,8.0,3198,55.0,2054,172.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m21,<LOD,45292.0,10626,816.0,31244,323.0,175,46.0,2460,58.0,5836,87.0,46728,182.0,1470,41.0,<LOD,1277.0,<LOD,84.0,36.0,25.0,193,23.0,260,33.0,119,7.0,422,32.0,889346,864.0,<LOD,73.0,2573,43.0,55,8.0,<LOD,1.0,26,5.0,63,7.0,<LOD,3.0,96,9.0,200,10.0,1418,44.0,<LOD,6.0,421,43.0,2722,70.0,<LOD,3931.0,<LOD,6973.0,<LOD,8809.0,831,226.0,<LOD,18707.0,<LOD,20.0,105,22.0,<LOD,7.0,236,18.0,2219,171.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m22,<LOD,39379.0,30532,817.0,67782,437.0,10593,110.0,10617,96.0,20377,132.0,14634,166.0,13519,64.0,<LOD,1500.0,131,43.0,43.0,26.0,515,29.0,4355,56.0,136,9.0,699,33.0,811274,845.0,1162,88.0,958,57.0,37,9.0,<LOD,1.0,29,6.0,33,10.0,<LOD,3.0,79,8.0,159,9.0,1047,37.0,<LOD,7.0,206,40.0,4268,77.0,<LOD,4234.0,<LOD,7371.0,<LOD,9402.0,<LOD,14779.0,<LOD,20414.0,<LOD,23.0,86,20.0,<LOD,9.0,4631,63.0,1963,146.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m23,<LOD,45093.0,10043,833.0,32762,325.0,819,52.0,11049,89.0,4341,89.0,57084,198.0,698,42.0,<LOD,1128.0,<LOD,81.0,53.0,27.0,234,24.0,439,35.0,123,7.0,200,30.0,870439,863.0,<LOD,74.0,<LOD,11.0,73,10.0,<LOD,1.0,23,5.0,65,10.0,<LOD,3.0,84,8.0,171,9.0,2445,57.0,<LOD,6.0,273,42.0,427,52.0,<LOD,4643.0,<LOD,7786.0,<LOD,10125.0,719,216.0,<LOD,21178.0,<LOD,21.0,150,20.0,<LOD,8.0,4838,65.0,2327,162.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m24,<LOD,30449.0,15382,789.0,35443,322.0,324,45.0,9223,82.0,42880,156.0,45271,183.0,4339,47.0,<LOD,900.0,<LOD,83.0,51.0,26.0,196,24.0,439,35.0,118,7.0,942,34.0,832457,806.0,2382,89.0,1595,39.0,49,8.0,<LOD,1.0,16,4.0,48,7.0,<LOD,3.0,100,8.0,171,9.0,672,31.0,<LOD,6.0,271,37.0,3558,69.0,<LOD,3969.0,<LOD,6800.0,<LOD,8855.0,751,218.0,<LOD,18568.0,<LOD,26.0,114,19.0,<LOD,9.0,1002,30.0,2086,149.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m25,<LOD,36294.0,16058,823.0,65314,418.0,692,51.0,3494,62.0,7966,92.0,48134,188.0,2598,44.0,<LOD,1058.0,<LOD,81.0,52.0,26.0,224,25.0,304,34.0,114,7.0,268,30.0,844995,851.0,<LOD,74.0,1276,36.0,73,9.0,<LOD,1.0,22,4.0,55,7.0,<LOD,3.0,75,8.0,173,9.0,1330,42.0,<LOD,6.0,411,40.0,2649,66.0,<LOD,4220.0,<LOD,7501.0,<LOD,9548.0,<LOD,15236.0,<LOD,20251.0,295,84.0,<LOD,4.0,<LOD,8.0,725,27.0,2587,153.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m26,<LOD,35765.0,18281,692.0,98913,472.0,2688,69.0,31308,138.0,33563,154.0,1196,151.0,9576,54.0,<LOD,1319.0,<LOD,88.0,55.0,26.0,330,26.0,1037,39.0,96,7.0,310,29.0,784148,759.0,696,84.0,2409,79.0,50,9.0,<LOD,1.0,17,5.0,<LOD,2.0,<LOD,3.0,91,8.0,166,9.0,414,26.0,<LOD,7.0,166,37.0,2870,67.0,<LOD,4089.0,368,105.0,<LOD,9187.0,<LOD,14542.0,<LOD,19270.0,<LOD,23.0,<LOD,5.0,<LOD,9.0,9073,85.0,2084,139.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m27,<LOD,47241.0,24204,760.0,45774,376.0,5685,85.0,42865,160.0,14847,124.0,6727,154.0,2477,38.0,<LOD,1803.0,<LOD,82.0,47.0,25.0,215,24.0,622,35.0,106,7.0,1750,39.0,842134,858.0,<LOD,73.0,1067,58.0,59,9.0,<LOD,1.0,23,5.0,31,9.0,<LOD,3.0,80,8.0,177,9.0,705,32.0,<LOD,6.0,240,39.0,852,56.0,195,64.0,<LOD,7558.0,<LOD,9607.0,635,210.0,1231,294.0,302,87.0,<LOD,4.0,<LOD,8.0,4499,62.0,2346,158.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m28,<LOD,33916.0,53002,835.0,129077,520.0,9983,107.0,6891,83.0,14403,119.0,4234,161.0,8606,52.0,<LOD,1373.0,<LOD,89.0,51.0,25.0,218,23.0,1807,42.0,85,7.0,371,29.0,758061,886.0,393,80.0,1528,51.0,32,8.0,<LOD,1.0,20,5.0,39,8.0,<LOD,3.0,64,7.0,134,9.0,581,28.0,<LOD,7.0,172,35.0,3223,66.0,<LOD,3865.0,<LOD,6864.0,468,127.0,<LOD,13752.0,895,277.0,<LOD,21.0,<LOD,4.0,<LOD,8.0,3464,52.0,2113,134.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m29,<LOD,41689.0,9059,868.0,31857,336.0,234,48.0,2720,61.0,4602,87.0,58754,203.0,315,42.0,<LOD,1146.0,142,40.0,49.0,27.0,257,25.0,378,35.0,110,7.0,273,31.0,884505,886.0,430,92.0,<LOD,5.0,90,9.0,<LOD,1.0,25,5.0,58,8.0,<LOD,3.0,99,9.0,198,10.0,2146,53.0,<LOD,6.0,487,45.0,301,54.0,<LOD,4670.0,<LOD,8261.0,<LOD,10467.0,<LOD,16584.0,<LOD,22501.0,<LOD,20.0,130,17.0,<LOD,7.0,609,26.0,2062,166.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m30,23270,6487.0,15697,843.0,32260,493.0,221,49.0,2552,68.0,2510,89.0,32716,400.0,1350,42.0,<LOD,1774.0,<LOD,83.0,41.0,25.0,227,24.0,847,38.0,109,7.0,655,33.0,858736,5833.0,16928,222.0,2382,60.0,61,11.0,<LOD,1.0,28,6.0,68,9.0,<LOD,3.0,<LOD,2.0,178,11.0,780,34.0,<LOD,7.0,1701,54.0,673,60.0,<LOD,4417.0,<LOD,7638.0,<LOD,9800.0,728,222.0,<LOD,20764.0,<LOD,29.0,<LOD,4.0,<LOD,10.0,2048,51.0,3128,171.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m31,<LOD,34501.0,10764,857.0,32080,324.0,930,52.0,3197,60.0,6906,88.0,66089,206.0,<LOD,1368.0,<LOD,950.0,<LOD,81.0,50.0,26.0,87,26.0,233,35.0,72,7.0,1362,38.0,871778,878.0,<LOD,74.0,561,37.0,64,9.0,<LOD,1.0,23,5.0,55,8.0,<LOD,3.0,85,8.0,182,9.0,416,27.0,<LOD,6.0,164,39.0,192,50.0,<LOD,4853.0,<LOD,8386.0,<LOD,10437.0,749,212.0,<LOD,22708.0,<LOD,19.0,90,17.0,<LOD,7.0,1563,38.0,2237,163.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m32,<LOD,49255.0,27782,799.0,53779,405.0,7206,96.0,6939,85.0,31213,150.0,7573,159.0,6296,48.0,<LOD,1860.0,<LOD,87.0,42.0,25.0,186,24.0,683,36.0,103,7.0,1392,38.0,845736,842.0,<LOD,75.0,1547,58.0,57,10.0,<LOD,1.0,20,5.0,40,10.0,<LOD,3.0,77,8.0,192,10.0,1041,38.0,<LOD,6.0,268,41.0,1042,59.0,209,63.0,<LOD,7692.0,<LOD,10091.0,<LOD,16007.0,<LOD,21344.0,<LOD,22.0,86,21.0,<LOD,9.0,3919,60.0,2470,160.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m33,25626,5470.0,16029,813.0,46075,555.0,3237,75.0,16259,180.0,13288,162.0,45415,451.0,7304,86.0,<LOD,959.0,<LOD,83.0,66.0,27.0,109,26.0,1301,42.0,60,8.0,801,32.0,789530,4612.0,22946,242.0,1957,55.0,<LOD,2.0,<LOD,1.0,<LOD,1.0,40,8.0,<LOD,3.0,<LOD,2.0,180,9.0,607,30.0,<LOD,6.0,3602,60.0,425,48.0,<LOD,4384.0,<LOD,7879.0,<LOD,9881.0,<LOD,15791.0,<LOD,21128.0,<LOD,32.0,<LOD,4.0,<LOD,10.0,2777,54.0,2308,145.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m34,<LOD,33549.0,14885,744.0,37586,335.0,1788,58.0,6175,71.0,62346,182.0,27856,166.0,2204,40.0,<LOD,1077.0,<LOD,82.0,64.0,27.0,201,24.0,496,35.0,98,7.0,2990,46.0,833835,759.0,<LOD,73.0,2098,55.0,35,8.0,<LOD,1.0,20,4.0,33,9.0,<LOD,3.0,71,8.0,162,9.0,680,31.0,<LOD,6.0,204,37.0,578,51.0,<LOD,4856.0,<LOD,8525.0,<LOD,10762.0,<LOD,16680.0,<LOD,22577.0,270,89.0,76,21.0,<LOD,8.0,3243,52.0,1910,153.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
5_m35,<LOD,48138.0,17815,720.0,39347,358.0,9282,102.0,4786,76.0,78190,211.0,1488,153.0,4386,42.0,<LOD,1537.0,<LOD,83.0,37.0,25.0,258,24.0,392,34.0,127,7.0,725,33.0,832293,765.0,293,87.0,3456,52.0,51,9.0,<LOD,1.0,17,5.0,33,8.0,<LOD,3.0,94,8.0,181,9.0,643,30.0,<LOD,6.0,254,39.0,2295,66.0,<LOD,4387.0,<LOD,7703.0,521,135.0,<LOD,15017.0,<LOD,20544.0,<LOD,22.0,<LOD,5.0,<LOD,8.0,1203,33.0,1709,154.0,<LOD,16.0,<LOD,3.0,<LOD,0.0
